Date;Time;Tape_name;Position;Mode;HV;Reprate;Shutter;Counter;CounterNewFill;TubeTemp;Trigger;Egy;Pressure;Sigma;OPMode;CurrentStatus;Run_ID;Process_id;Reel_Start;Reel_end;RunTime
2/10/2020;12:16:16;#875_410-21;21.01199;EGY NGR;1.70;200;OPEN;296197810;44442840;41.9;INT;649.98;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:17;#875_410-21;21.02301;EGY NGR;1.70;200;OPEN;296198416;44443450;41.9;INT;649.98;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:18;#875_410-21;21.03799;EGY NGR;1.70;200;OPEN;296198416;44443450;41.9;INT;650.05;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:19;#875_410-21;21.05301;EGY NGR;1.70;200;OPEN;296198416;44443450;41.9;INT;650.05;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:20;#875_410-21;21.06699;EGY NGR;1.70;200;OPEN;296199007;44444038;41.9;INT;650.05;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:21;#875_410-21;21.07901;EGY NGR;1.70;200;OPEN;296199007;44444038;41.9;INT;650.02;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:22;#875_410-21;21.09201;EGY NGR;1.70;200;OPEN;296199007;44444038;41.9;INT;650.02;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:23;#875_410-21;21.10699;EGY NGR;1.70;200;OPEN;296199624;44444661;41.9;INT;650.02;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:24;#875_410-21;21.12201;EGY NGR;1.70;200;OPEN;296199624;44444661;41.9;INT;650.02;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:25;#875_410-21;21.13501;EGY NGR;1.70;200;OPEN;296200205;44444661;41.9;INT;650.02;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:26;#875_410-21;21.147;EGY NGR;1.70;200;OPEN;296200205;44445233;42.0;INT;650.02;3944;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:27;#875_410-21;21.16101;EGY NGR;1.70;200;OPEN;296200205;44445233;42.0;INT;649.97;3945;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:28;#875_410-21;21.17599;EGY NGR;1.70;200;OPEN;296200205;44445233;42.0;INT;649.97;3945;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:29;#875_410-21;21.19;EGY NGR;1.70;200;OPEN;296200810;44445842;42.0;INT;649.97;3945;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:30;#875_410-21;21.203;EGY NGR;1.70;200;OPEN;296200810;44445842;42.0;INT;650.01;3945;0.45;ON,0;Norma;1025;600;2064;0;1
2/10/2020;12:16:31;#875_410-21;21.216;EGY NGR;1.70;200;OPEN;296201406;44445842;42.0;INT;650.01;3945;0.45;ON,0;Norma;1025;600;2064;0;1
